utterance,meaning,valence,probability,affect_prior
10,1001,2,1.634e-05,0.78351
50,1001,2,4.6206e-05,0.78351
100,1001,2,0.00015942,0.78351
500,1001,2,0.0014917,0.78351
1000,1001,2,0.0069486,0.78351
2000,1001,2,0.0015999,0.78351
10000,1001,2,0.0016218,0.78351
11,1001,2,5.8052e-06,0.78351
51,1001,2,1.4199e-05,0.78351
101,1001,2,4.8072e-05,0.78351
501,1001,2,0.0012,0.78351
1001,1001,2,0.082409,0.78351
2001,1001,2,0.0015368,0.78351
10001,1001,2,0.0016218,0.78351
10,2001,2,7.6444e-06,0.78351
50,2001,2,2.1617e-05,0.78351
100,2001,2,7.4584e-05,0.78351
500,2001,2,0.00069786,0.78351
1000,2001,2,0.0007371,0.78351
2000,2001,2,0.0033009,0.78351
10000,2001,2,0.00075875,0.78351
11,2001,2,2.7159e-06,0.78351
51,2001,2,6.6429e-06,0.78351
101,2001,2,2.249e-05,0.78351
501,2001,2,0.00056142,0.78351
1001,2001,2,0.00067847,0.78351
2001,2001,2,0.040854,0.78351
10001,2001,2,0.00075872,0.78351
10,10001,2,8.1097e-09,0.78351
50,10001,2,2.2933e-08,0.78351
100,10001,2,7.9124e-08,0.78351
500,10001,2,7.4034e-07,0.78351
1000,10001,2,7.8197e-07,0.78351
2000,10001,2,7.9403e-07,0.78351
10000,10001,2,3.55e-06,0.78351
11,10001,2,2.8812e-09,0.78351
51,10001,2,7.0473e-09,0.78351
101,10001,2,2.3859e-08,0.78351
501,10001,2,5.956e-07,0.78351
1001,10001,2,7.1977e-07,0.78351
2001,10001,2,7.6272e-07,0.78351
10001,10001,2,4.5738e-05,0.78351
